  i   a    sqrt(ms)       Ea-Ei         m_x.re      m_x.im      m_y.re      m_y.im      m_z.re      m_z.im
  0   2  +0.00003278 +0.156090430798 -0.00001865 -0.00000325 -0.00001865 -0.00000325 -0.00001865 -0.00000325
  0   3  +0.00046135 +0.156090430798 -0.00007710 -0.00025496 -0.00007710 -0.00025496 -0.00007710 -0.00025496
  1   2  +0.00046135 +0.156090430798 +0.00020021 -0.00017569 +0.00020021 -0.00017569 +0.00020021 -0.00017569
  1   3  +0.00003278 +0.156090430798 -0.00001755 -0.00000710 -0.00001755 -0.00000710 -0.00001755 -0.00000710
