0  0.00031425  0.12183595  0.00000002  0.000053867821 -0.000173252564  0.000053867821 -0.000173252564  0.000053867821  0.000053867821
1  0.00042350  0.14093614  0.00000003  0.000145418375  0.000196566825  0.000145418375  0.000196566825  0.000145418375  0.000145418375
2  0.00023043  0.14093614  0.00000001 -0.000121631401 -0.000053899563 -0.000121631401 -0.000053899563 -0.000121631401 -0.000121631401
3  0.00031086  0.14093614  0.00000002 -0.000179374407 -0.000005925094 -0.000179374407 -0.000005925094 -0.000179374407 -0.000179374407
