0.0146129 -2.49594e-13
0.00266941 9.32158e-15
0.000399154 -6.56955e-18
0.000276264 -5.23064e-16
7.10411e-05 3.51313e-16
9.44075e-05 -3.95071e-16
3.08641e-05 -1.50018e-16
4.934e-05 4.46505e-17
1.72315e-05 1.86452e-17
3.05329e-05 -5.89753e-17
1.07084e-05 8.60381e-17
2.09341e-05 -1.05305e-16
7.07715e-06 -3.66953e-17
1.54148e-05 8.11993e-18
4.83028e-06 1.49075e-17
1.19808e-05 -3.41301e-17
3.31883e-06 5.08058e-17
9.73003e-06 -6.58225e-17
2.22433e-06 -1.72153e-17
8.20977e-06 1.1887e-19
1.37223e-06 1.59616e-17
7.17706e-06 -3.15222e-17
6.55397e-07 4.71332e-17
7.17706e-06 2.6632e-17
1.37223e-06 -1.09953e-17
8.20977e-06 -5.21478e-18
2.22433e-06 2.25004e-17
9.73003e-06 -4.15464e-17
3.31883e-06 6.31029e-17
1.19808e-05 2.78149e-17
4.83028e-06 -8.03411e-18
1.54148e-05 -1.57095e-17
7.07715e-06 4.52082e-17
2.09341e-05 -8.30847e-17
1.07084e-05 1.33557e-16
3.05329e-05 4.54449e-17
1.72315e-05 -2.02868e-18
4.934e-05 -6.57852e-17
3.08641e-05 1.78056e-16
9.44075e-05 -3.87044e-16
7.10411e-05 -2.97681e-16
0.000276264 3.65189e-16
0.000399154 -7.91017e-17
0.00266941 -1.22718e-14
0.00266941 9.32159e-15
0.0012574 -8.50697e-17
0.000398296 -5.69516e-16
0.000196605 -3.70556e-16
9.58262e-05 5.15095e-17
7.12357e-05 4.10614e-17
4.41308e-05 -1.05962e-17
3.77064e-05 -4.29451e-18
2.54038e-05 1.31157e-17
2.3276e-05 -1.86376e-17
1.63901e-05 2.22737e-17
1.57907e-05 7.62171e-18
1.13897e-05 -1.66711e-18
1.14333e-05 -2.98844e-18
8.33337e-06 6.76345e-18
8.68469e-06 -9.93446e-18
6.3275e-06 1.27196e-17
6.84716e-06 3.28801e-18
4.93591e-06 -1.60702e-20
5.56509e-06 -2.9809e-18
3.92502e-06 5.83811e-18
4.6429e-06 -8.62066e-18
3.15981e-06 -4.83202e-18
4.6429e-06 1.96183e-18
3.92502e-06 9.2365e-19
5.56509e-06 -3.95686e-18
4.93591e-06 7.21057e-18
6.84716e-06 -1.08315e-17
6.3275e-06 -4.71807e-18
8.68469e-06 1.34238e-18
8.33337e-06 2.58511e-18
1.14333e-05 -7.33022e-18
1.13897e-05 1.32381e-17
1.57907e-05 -2.08275e-17
1.63901e-05 -6.89456e-18
2.3276e-05 3.00785e-19
2.54038e-05 9.36559e-18
3.77064e-05 -2.42452e-17
4.41308e-05 4.80399e-17
7.12357e-05 4.2583e-17
9.58262e-05 -1.21869e-17
0.000196605 -5.22331e-17
0.000398296 -7.15019e-16
0.0012574 -8.19403e-15
0.000399154 -6.53695e-18
0.000398296 -5.6952e-16
0.000242703 -4.87565e-16
0.000136149 -1.41886e-16
8.72886e-05 1.81692e-17
5.96478e-05 -5.23314e-19
4.41038e-05 -4.47782e-19
3.31688e-05 1.20627e-18
2.62567e-05 -1.64113e-18
2.08605e-05 1.90082e-18
1.72774e-05 6.22151e-19
1.42474e-05 -1.35701e-19
1.21875e-05 -2.41859e-19
1.03184e-05 5.25632e-19
9.04264e-06 -7.59448e-19
7.80419e-06 9.57221e-19
6.97043e-06 2.44617e-19
6.10193e-06 -1.28582e-21
5.53573e-06 -2.13263e-19
4.8972e-06 4.20534e-19
4.50294e-06 -6.10789e-19
4.01356e-06 -3.37564e-19
3.73585e-06 1.37282e-19
4.01356e-06 6.14961e-20
4.50294e-06 -2.72228e-19
4.8972e-06 4.85712e-19
5.53573e-06 -7.2692e-19
6.10193e-06 -3.11862e-19
6.97043e-06 8.78129e-20
7.80419e-06 1.68527e-19
9.04264e-06 -4.67136e-19
1.03184e-05 8.3052e-19
1.21875e-05 -1.2789e-18
1.42474e-05 -4.18231e-19
1.72774e-05 2.19911e-20
2.08605e-05 5.44641e-19
2.62567e-05 -1.37958e-18
3.31688e-05 2.64764e-18
4.41038e-05 2.20142e-18
5.96478e-05 -5.7979e-19
8.72886e-05 -3.13509e-18
0.000136149 -6.03062e-17
0.000242703 -5.50573e-16
0.000398296 -1.82766e-15
0.000276264 -5.23053e-16
0.000196605 -3.70554e-16
0.000136149 -1.41884e-16
9.72515e-05 2.75967e-17
6.90641e-05 4.78249e-19
5.15904e-05 -4.76726e-19
3.89648e-05 1.01178e-18
3.06435e-05 -1.37778e-18
2.42711e-05 1.54263e-18
1.98951e-05 5.02231e-19
1.63444e-05 -1.08758e-19
1.38332e-05 -1.90911e-19
1.16796e-05 3.92817e-19
1.01312e-05 -5.60891e-19
8.73207e-06 6.97458e-19
7.72235e-06 1.76008e-19
6.76121e-06 -6.93972e-23
6.07386e-06 -1.53436e-19
5.38241e-06 2.91693e-19
4.89927e-06 -4.20852e-19
4.38171e-06 -2.30467e-19
4.03446e-06 9.13871e-20
3.63298e-06 4.26411e-20
4.03446e-06 -1.7756e-19
4.38171e-06 3.17412e-19
4.89927e-06 -4.70676e-19
5.38241e-06 -1.99065e-19
6.07386e-06 5.63188e-20
6.76121e-06 1.03105e-19
7.72235e-06 -2.86678e-19
8.73207e-06 5.04895e-19
1.01312e-05 -7.66764e-19
1.16796e-05 -2.4138e-19
1.38332e-05 2.0549e-20
1.63444e-05 3.0506e-19
1.98951e-05 -7.39035e-19
2.42711e-05 1.36148e-18
3.06435e-05 1.00699e-18
3.89648e-05 -5.35201e-19
5.15904e-05 -3.99361e-19
6.90641e-05 -9.40664e-19
9.72515e-05 -3.81477e-17
0.000136149 -1.54154e-16
0.000196605 2.54828e-16
7.10411e-05 3.51326e-16
9.58262e-05 5.15046e-17
8.72886e-05 1.81738e-17
6.90641e-05 4.79962e-19
5.46811e-05 -4.84162e-19
4.27074e-05 7.44507e-19
3.40552e-05 -1.02861e-18
2.72394e-05 1.08616e-18
2.23118e-05 3.38364e-19
1.83689e-05 -6.63915e-20
1.54602e-05 -1.18842e-19
1.30536e-05 2.38498e-19
1.12422e-05 -3.49103e-19
9.68815e-06 4.30701e-19
8.50202e-06 1.03302e-19
7.44706e-06 -1.99798e-21
6.63664e-06 -8.91274e-20
5.88909e-06 1.68694e-19
5.31587e-06 -2.44573e-19
4.76625e-06 -1.29812e-19
4.34952e-06 5.51586e-20
3.9321e-06 2.31623e-20
3.62281e-06 -9.85839e-20
3.9321e-06 1.74825e-19
4.34952e-06 -2.56501e-19
4.76625e-06 -1.08965e-19
5.31587e-06 3.0419e-20
5.88909e-06 5.58878e-20
6.63664e-06 -1.49161e-19
7.44706e-06 2.57962e-19
8.50202e-06 -3.81758e-19
9.68815e-06 -1.23238e-19
1.12422e-05 5.58752e-21
1.30536e-05 1.55845e-19
1.54602e-05 -3.4262e-19
1.83689e-05 6.15597e-19
2.23118e-05 4.41741e-19
2.72394e-05 -2.2852e-19
3.40552e-05 -1.27012e-19
4.27074e-05 7.14976e-19
5.46811e-05 -3.20396e-18
6.90641e-05 -2.40439e-18
8.72886e-05 1.52944e-17
9.58262e-05 -6.65786e-18
9.44075e-05 -3.95069e-16
7.12357e-05 4.10606e-17
