i  a   sqrt(mu2)     Ea-Ei 	  f_osc       mu_x.re     mu_x.im     mu_y.re     mu_y.im     mu_z.re     mu_z.im
0  2  1.16943477 0.156090430798  0.14231053 -0.41340669  0.43884602 -0.30520499 -0.58201510 -0.32299461 -0.32299461
0  3  1.35372520 0.156090430798  0.19069796  0.21803000 -0.80974597  0.79489798  0.05442495 -0.59969312 -0.59969312
1  2  1.35372520 0.156090430798  0.19069796  0.61309338  0.57213820  0.64601127 -0.46636286 -0.31494095 -0.31494095
1  3  1.16943477 0.156090430798  0.14231053  0.58289821  0.15401493 -0.04855324 -0.65538862 -0.08736365 -0.08736365
