0	0	-0.475057	0.000000
0	1	0.000000	-0.000000
0	2	-0.000012	-0.000009
0	3	-0.000016	-0.000036
0	4	-0.000010	0.000047
0	5	0.000025	0.000002
0	6	-0.000052	0.000079
0	7	-0.000205	0.000212
1	0	0.000000	0.000000
1	1	-0.475057	-0.000000
1	2	0.000003	-0.000002
1	3	0.000002	-0.000039
1	4	0.000022	-0.000019
1	5	0.000034	-0.000032
1	6	0.000268	0.000053
1	7	-0.000081	-0.000136
2	0	-0.000012	0.000009
2	1	0.000003	0.000002
2	2	-0.503683	0.000000
2	3	0.000000	-0.000000
2	4	-0.000000	-0.000000
2	5	0.000000	-0.000000
2	6	-0.000000	-0.000000
2	7	0.000000	-0.000000
3	0	-0.000016	0.000036
3	1	0.000002	0.000039
3	2	0.000000	0.000000
3	3	-0.503683	0.000000
3	4	0.000000	0.000000
3	5	0.000000	0.000000
3	6	-0.000000	-0.000000
3	7	0.000000	-0.000000
4	0	-0.000010	-0.000047
4	1	0.000022	0.000019
4	2	-0.000000	0.000000
4	3	0.000000	-0.000000
4	4	-0.503683	0.000000
4	5	0.000000	-0.000000
4	6	0.000000	-0.000000
4	7	0.000000	0.000000
5	0	0.000025	-0.000002
5	1	0.000034	0.000032
5	2	0.000000	0.000000
5	3	0.000000	-0.000000
5	4	0.000000	0.000000
5	5	-0.503683	-0.000000
5	6	-0.000000	-0.000000
5	7	0.000000	-0.000000
6	0	-0.000052	-0.000079
6	1	0.000268	-0.000053
6	2	-0.000000	0.000000
6	3	-0.000000	0.000000
6	4	0.000000	0.000000
6	5	-0.000000	0.000000
6	6	-0.336403	-0.000000
6	7	0.000000	0.000000
7	0	-0.000205	-0.000212
7	1	-0.000081	0.000136
7	2	0.000000	0.000000
7	3	0.000000	0.000000
7	4	0.000000	-0.000000
7	5	0.000000	0.000000
7	6	0.000000	-0.000000
7	7	-0.336403	0.000000
8	8	0.058199	0.000000
8	9	0.041996	-0.002432
8	10	0.001292	0.000559
8	11	-0.001180	-0.001226
8	12	0.000112	-0.005198
8	13	-0.001387	0.004244
8	14	-0.000965	-0.000869
8	15	-0.000549	0.004098
9	8	0.041996	0.002432
9	9	0.030405	0.000000
9	10	0.000909	0.000457
9	11	-0.000800	-0.000934
9	12	0.000298	-0.003746
9	13	-0.001178	0.003005
9	14	-0.005340	0.000615
9	15	0.004475	-0.004126
10	8	0.001292	-0.000559
10	9	0.000909	-0.000457
10	10	0.032393	0.000000
10	11	-0.004552	0.006185
10	12	0.013101	0.001562
10	13	0.009654	-0.010624
10	14	0.010080	-0.003524
10	15	0.012022	-0.000176
11	8	-0.001180	0.001226
11	9	-0.000800	0.000934
11	10	-0.004552	-0.006185
11	11	0.000800	-0.000000
11	12	-0.004519	-0.004343
11	13	-0.001697	0.002160
11	14	-0.010886	-0.003622
11	15	0.030805	0.002613
12	8	0.000112	0.005198
12	9	0.000298	0.003746
12	10	0.013101	-0.001562
12	11	-0.004519	0.004343
12	12	-0.005888	-0.000000
12	13	0.012308	-0.000125
12	14	-0.008311	0.012601
12	15	-0.007742	-0.018929
13	8	-0.001387	-0.004244
13	9	-0.001178	-0.003005
13	10	0.009654	0.010624
13	11	-0.001697	-0.002160
13	12	0.012308	0.000125
13	13	-0.002606	0.000000
13	14	-0.018599	-0.016908
13	15	-0.009857	-0.001407
14	8	-0.000965	0.000869
14	9	-0.005340	-0.000615
14	10	0.010080	0.003524
14	11	-0.010886	0.003622
14	12	-0.008311	-0.012601
14	13	-0.018599	0.016908
14	14	-0.001292	-0.000025
14	15	0.000699	0.000270
15	8	-0.000549	-0.004098
15	9	0.004475	0.004126
15	10	0.012022	0.000176
15	11	0.030805	-0.002613
15	12	-0.007742	0.018929
15	13	-0.009857	0.001407
15	14	0.000699	-0.000270
15	15	-0.000334	-0.000049
