0	0	-0.188434	0.000000
0	1	-0.373432	-0.102885
0	2	0.000028	0.000091
0	3	0.000061	-0.000145
0	4	0.000044	-0.000030
0	5	0.000045	-0.000079
0	6	-0.000076	0.000147
0	7	-0.000021	-0.000003
1	0	-0.373432	0.102885
1	1	0.138246	0.000000
1	2	-0.000089	0.000043
1	3	0.000033	-0.000039
1	4	-0.000054	0.000092
1	5	-0.000098	-0.000039
1	6	0.000138	0.000415
1	7	-0.000132	0.000457
2	0	0.000028	-0.000091
2	1	-0.000089	-0.000043
2	2	-0.125615	-0.000000
2	3	-0.241008	0.089125
2	4	-0.147657	-0.046204
2	5	-0.463188	-0.129728
2	6	-0.190189	0.012835
2	7	0.029862	0.121525
3	0	0.000061	0.000145
3	1	0.000033	0.000039
3	2	-0.241008	-0.089125
3	3	0.353756	0.000000
3	4	0.054480	0.165775
3	5	0.031221	-0.131106
3	6	-0.084816	0.107729
3	7	0.088068	0.335285
4	0	0.000044	0.000030
4	1	-0.000054	-0.000092
4	2	-0.147657	0.046204
4	3	0.054480	-0.165775
4	4	-0.247967	0.000000
4	5	-0.002763	-0.068537
4	6	0.057538	0.377413
4	7	-0.273567	-0.157799
5	0	0.000045	0.000079
5	1	-0.000098	0.000039
5	2	-0.463188	0.129728
5	3	0.031221	0.131106
5	4	-0.002763	0.068537
5	5	0.019826	-0.000000
5	6	0.078265	-0.272154
5	7	-0.061590	-0.204243
6	0	-0.000076	-0.000147
6	1	0.000138	-0.000415
6	2	-0.190189	-0.012835
6	3	-0.084816	-0.107729
6	4	0.057538	-0.377413
6	5	0.078265	0.272154
6	6	0.001287	0.000000
6	7	0.123094	-0.261927
7	0	-0.000021	0.000003
7	1	-0.000132	-0.000457
7	2	0.029862	-0.121525
7	3	0.088068	-0.335285
7	4	-0.273567	0.157799
7	5	-0.061590	0.204243
7	6	0.123094	0.261927
7	7	-0.001287	0.000000
8	8	0.055588	-0.000000
8	9	0.167983	-0.009726
8	10	0.003780	0.000730
8	11	0.002359	-0.010882
8	12	-0.000565	-0.011413
8	13	0.000214	0.006803
8	14	-0.000275	-0.000119
8	15	0.000188	-0.000136
9	8	0.167983	0.009726
9	9	-0.055588	0.000000
9	10	0.000132	0.001355
9	11	-0.008793	0.009396
9	12	0.001605	-0.006023
9	13	-0.006620	0.008097
9	14	-0.000195	0.000131
9	15	0.000018	0.000301
10	8	0.003780	-0.000730
10	9	0.000132	-0.001355
10	10	0.047449	-0.000000
10	11	-0.013106	0.012658
10	12	0.044911	-0.012343
10	13	0.045073	-0.028015
10	14	-0.000135	-0.000523
10	15	-0.000519	0.000323
11	8	0.002359	0.010882
11	9	-0.008793	-0.009396
11	10	-0.013106	-0.012658
11	11	0.032086	-0.000000
11	12	0.003139	-0.015419
11	13	0.017928	0.012456
11	14	-0.000376	0.000120
11	15	-0.000627	0.000074
12	8	-0.000565	0.011413
12	9	0.001605	0.006023
12	10	0.044911	0.012343
12	11	0.003139	0.015419
12	12	-0.043543	-0.000000
12	13	-0.006559	-0.012002
12	14	0.000288	-0.000548
12	15	0.000127	0.000594
13	8	0.000214	-0.006803
13	9	-0.006620	-0.008097
13	10	0.045073	0.028015
13	11	0.017928	-0.012456
13	12	-0.006559	0.012002
13	13	-0.035991	0.000000
13	14	0.000528	0.000302
13	15	0.000190	0.000157
14	8	-0.000275	0.000119
14	9	-0.000195	-0.000131
14	10	-0.000135	0.000523
14	11	-0.000376	-0.000120
14	12	0.000288	0.000548
14	13	0.000528	-0.000302
14	14	-0.001809	0.000000
14	15	0.002789	0.000905
15	8	0.000188	0.000136
15	9	0.000018	-0.000301
15	10	-0.000519	-0.000323
15	11	-0.000627	-0.000074
15	12	0.000127	-0.000594
15	13	0.000190	-0.000157
15	14	0.002789	-0.000905
15	15	0.001809	0.000000
