0.000000 	 0.000000
0.003932 	 0.061377
0.007865 	 0.122730
0.011797 	 0.184029
0.015730 	 0.245249
0.019662 	 0.306363
0.023595 	 0.367346
0.027527 	 0.428172
0.031460 	 0.488813
0.035392 	 0.549245
0.039325 	 0.609441
0.043257 	 0.669377
0.047190 	 0.729026
0.051122 	 0.788364
0.055055 	 0.847365
0.058987 	 0.906004
0.062920 	 0.964258
0.066852 	 1.022101
0.070784 	 1.079510
0.074717 	 1.136461
0.078649 	 1.192931
0.082582 	 1.248896
0.086514 	 1.304334
0.090447 	 1.359222
0.094379 	 1.413539
0.098312 	 1.467262
0.102244 	 1.520371
0.106177 	 1.572844
0.110109 	 1.624661
0.114042 	 1.675802
0.117974 	 1.726248
0.121907 	 1.775979
0.125839 	 1.824977
0.129771 	 1.873223
0.133704 	 1.920700
0.137636 	 1.967390
0.141569 	 2.013277
0.145501 	 2.058345
0.149434 	 2.102578
0.153366 	 2.145961
0.157299 	 2.188479
0.161231 	 2.230118
0.165164 	 2.270865
0.169096 	 2.310706
0.173029 	 2.349630
0.176961 	 2.387625
0.180894 	 2.424679
0.184826 	 2.460781
0.188759 	 2.495922
0.192691 	 2.530092
0.196623 	 2.563282
0.200556 	 2.595485
0.204488 	 2.626691
0.208421 	 2.656894
0.212353 	 2.686087
0.216286 	 2.714265
0.220218 	 2.741423
0.224151 	 2.767554
0.228083 	 2.792656
0.232016 	 2.816724
0.235948 	 2.839756
0.239881 	 2.861749
0.243813 	 2.882701
0.247746 	 2.902612
0.251678 	 2.921480
0.255611 	 2.939305
0.259543 	 2.956088
0.263475 	 2.971830
0.267408 	 2.986532
0.271340 	 3.000197
0.275273 	 3.012827
0.279205 	 3.024426
0.283138 	 3.034997
0.287070 	 3.044544
0.291003 	 3.053073
0.294935 	 3.060588
0.298868 	 3.067095
0.302800 	 3.072601
0.306733 	 3.077112
0.310665 	 3.080636
0.314598 	 3.083180
0.318530 	 3.084753
0.322462 	 3.085363
0.326395 	 3.085019
0.330327 	 3.083730
0.334260 	 3.081507
0.338192 	 3.078359
0.342125 	 3.074298
0.346057 	 3.069334
0.349990 	 3.063478
0.353922 	 3.056744
0.357855 	 3.049141
0.361787 	 3.040684
0.365720 	 3.031384
0.369652 	 3.021255
0.373585 	 3.010310
0.377517 	 2.998563
0.381450 	 2.986027
0.385382 	 2.972718
0.389314 	 2.958648
0.393247 	 2.943833
0.397179 	 2.928288
0.401112 	 2.912027
0.405044 	 2.895066
0.408977 	 2.877421
0.412909 	 2.859107
0.416842 	 2.840139
0.420774 	 2.820534
0.424707 	 2.800308
0.428639 	 2.779476
0.432572 	 2.758056
0.436504 	 2.736063
0.440437 	 2.713514
0.444369 	 2.690426
0.448302 	 2.666814
0.452234 	 2.642696
0.456166 	 2.618089
0.460099 	 2.593008
0.464031 	 2.567472
0.467964 	 2.541495
0.471896 	 2.515096
0.475829 	 2.488291
0.479761 	 2.461096
0.483694 	 2.433529
0.487626 	 2.405605
0.491559 	 2.377342
0.495491 	 2.348755
0.499424 	 2.319862
0.503356 	 2.290678
0.507289 	 2.261219
0.511221 	 2.231502
0.515153 	 2.201543
0.519086 	 2.171357
0.523018 	 2.140961
0.526951 	 2.110369
0.530883 	 2.079598
0.534816 	 2.048663
0.538748 	 2.017578
0.542681 	 1.986359
0.546613 	 1.955020
0.550546 	 1.923576
0.554478 	 1.892042
0.558411 	 1.860432
0.562343 	 1.828760
0.566276 	 1.797039
0.570208 	 1.765284
0.574141 	 1.733507
0.578073 	 1.701722
0.582005 	 1.669942
0.585938 	 1.638180
0.589870 	 1.606448
0.593803 	 1.574758
0.597735 	 1.543123
0.601668 	 1.511555
0.605600 	 1.480064
0.609533 	 1.448662
0.613465 	 1.417361
0.617398 	 1.386171
0.621330 	 1.355103
0.625263 	 1.324166
0.629195 	 1.293372
0.633128 	 1.262730
0.637060 	 1.232249
0.640993 	 1.201939
0.644925 	 1.171809
0.648857 	 1.141867
0.652790 	 1.112123
0.656722 	 1.082583
0.660655 	 1.053258
0.664587 	 1.024153
0.668520 	 0.995276
0.672452 	 0.966636
0.676385 	 0.938238
0.680317 	 0.910090
0.684250 	 0.882197
0.688182 	 0.854566
0.692115 	 0.827204
0.696047 	 0.800115
0.699980 	 0.773305
0.703912 	 0.746780
0.707845 	 0.720543
0.711777 	 0.694601
0.715709 	 0.668957
0.719642 	 0.643616
0.723574 	 0.618581
0.727507 	 0.593857
0.731439 	 0.569446
0.735372 	 0.545353
0.739304 	 0.521580
0.743237 	 0.498130
0.747169 	 0.475005
0.751102 	 0.452209
0.755034 	 0.429743
0.758967 	 0.407610
0.762899 	 0.385810
0.766832 	 0.364347
0.770764 	 0.343220
0.774696 	 0.322432
0.778629 	 0.301983
0.782561 	 0.281874
0.786494 	 0.262106
0.790426 	 0.242679
0.794359 	 0.223593
0.798291 	 0.204850
0.802224 	 0.186447
0.806156 	 0.168386
0.810089 	 0.150666
0.814021 	 0.133286
0.817954 	 0.116246
0.821886 	 0.099545
0.825819 	 0.083182
0.829751 	 0.067155
0.833684 	 0.051464
0.837616 	 0.036107
0.841548 	 0.021083
0.845481 	 0.006390
0.849413 	 -0.007975
0.853346 	 -0.022011
0.857278 	 -0.035723
0.861211 	 -0.049111
0.865143 	 -0.062179
0.869076 	 -0.074927
0.873008 	 -0.087360
0.876941 	 -0.099478
0.880873 	 -0.111285
0.884806 	 -0.122784
0.888738 	 -0.133977
0.892671 	 -0.144867
0.896603 	 -0.155457
0.900536 	 -0.165750
0.904468 	 -0.175748
0.908400 	 -0.185456
