 1 -0.184256458  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
 6 -0.192554393  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
13 -0.088641362  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
 9 -0.197496032  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
 4 -0.191472209  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
 0 -0.184256458  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
 8 -0.197496010  0 -0.184256458 -2.35012197616e-05 -4.96445108964e-06
 1 -0.184256458  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
13 -0.088641362  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
 9 -0.197496032  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
 4 -0.191472209  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
 6 -0.192554393  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
 0 -0.184256458  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
 8 -0.197496010  1 -0.184256458  2.92236812631e-05  3.48085642616e-05
 0 -0.184256458  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
 9 -0.197496032  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
 6 -0.192554393  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
 8 -0.197496010  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
 1 -0.184256458  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
13 -0.088641362  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
 4 -0.191472209  2 -0.191472209  1.36251355457e-06  4.12575905908e-05
 1 -0.184256458  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
 0 -0.184256458  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
 4 -0.191472209  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
 9 -0.197496032  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
 8 -0.197496010  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
 6 -0.192554393  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
13 -0.088641362  3 -0.191472209 -1.64314585764e-05 -3.47822379431e-05
13 -0.088641362  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 9 -0.197496032  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 1 -0.184256458  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 0 -0.184256458  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 6 -0.192554393  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 4 -0.191472209  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 8 -0.197496010  4 -0.191472209 -3.50216251317e-05 -1.69864720684e-05
 4 -0.191472209  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
13 -0.088641362  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
 9 -0.197496032  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
 0 -0.184256458  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
 8 -0.197496010  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
 6 -0.192554393  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
 1 -0.184256458  5 -0.191472209  3.41648429441e-05 -2.58677826592e-05
 6 -0.192554393  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
 4 -0.191472209  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
 1 -0.184256458  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
 8 -0.197496010  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
 9 -0.197496032  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
13 -0.088641362  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
 0 -0.184256458  6 -0.192554393  6.83030473565e-06  7.13675933978e-06
 8 -0.197496010  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
 4 -0.191472209  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
 9 -0.197496032  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
 6 -0.192554393  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
 0 -0.184256458  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
 1 -0.184256458  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
13 -0.088641362  7 -0.192554394 -5.61825984074e-05 -2.70468033288e-05
 0 -0.184256458  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
 6 -0.192554393  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
 1 -0.184256458  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
 8 -0.197496010  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
 4 -0.191472209  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
 9 -0.197496032  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
13 -0.088641362  8 -0.197496010  1.34504011053e-05 -4.70898009571e-05
 4 -0.191472209  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
 9 -0.197496032  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
 6 -0.192554393  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
 1 -0.184256458  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
13 -0.088641362  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
 8 -0.197496010  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
 0 -0.184256458  9 -0.197496032  2.2034343781e-05 -5.35424786802e-07
 9 -0.197496032 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
 4 -0.191472209 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
 8 -0.197496010 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
 1 -0.184256458 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
 6 -0.192554393 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
 0 -0.184256458 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
13 -0.088641362 10 -0.095873256 -1.59045161711e-05 -7.74522115498e-07
11 -0.095873251  0 -0.184256458 -4.55158292893e-05  7.05148729691e-06
 3 -0.191472209  0 -0.184256458 -4.55158292893e-05  7.05148729691e-06
 5 -0.191472209  0 -0.184256458 -4.55158292893e-05  7.05148729691e-06
12 -0.089239751  0 -0.184256458 -4.55158292893e-05  7.05148729691e-06
 1 -0.184256458 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
 9 -0.197496032 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
 8 -0.197496010 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
 0 -0.184256458 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
13 -0.088641362 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
 4 -0.191472209 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
 6 -0.192554393 11 -0.095873251 -2.53217983136e-06 -2.6405467563e-05
