0	-0.00000  	0.00000   	-0.00000  	24.81091  	 (0.00000   )
1	-0.08262  	0.17985   	-0.05565  	25.46220  	 (0.00000   )
2	0.08793   	-0.10135  	0.14238   	25.46219  	 (0.00000   )
3	-0.00532  	-0.07848  	-0.08673  	25.46219  	 (0.00000   )
4	-0.00000  	0.00002   	-0.00001  	41.85130  	 (0.00000   )
5	0.00000   	0.00001   	-0.00000  	41.85131  	 (-0.00000  )
6	-0.08463  	-0.15298  	0.20429   	41.94091  	 (-0.00000  )
7	-0.04762  	-0.10349  	-0.10919  	41.94092  	 (-0.00000  )
8	0.13225   	0.25644   	-0.09508  	41.94092  	 (0.00000   )
9	-0.10570  	0.23028   	-0.07125  	41.23812  	 (0.00000   )
10	0.11262   	-0.12968  	0.18233   	41.23811  	 (-0.00000  )
11	-0.00692  	-0.10061  	-0.11108  	41.23810  	 (-0.00000  )
12	-0.11773  	0.40199   	-0.22829  	37.80521  	 (0.00000   )
13	0.00288   	-0.13638  	0.13004   	38.21763  	 (-0.00000  )
14	-0.01086  	-0.05980  	0.19984   	38.03874  	 (0.00000   )
15	-0.05590  	0.39821   	-0.20184  	38.34820  	 (-0.00000  )
16	-0.00001  	0.00005   	-0.00002  	28.19698  	 (-0.00000  )
17	-0.00000  	0.00001   	0.00000   	28.19698  	 (0.00000   )
18	-0.01506  	-0.02725  	0.03636   	28.17766  	 (0.00000   )
19	-0.00847  	-0.01842  	-0.01944  	28.17767  	 (0.00000   )
20	0.02354   	0.04562   	-0.01690  	28.17767  	 (0.00000   )
21	0.05468   	-0.11898  	0.03681   	28.74225  	 (0.00000   )
22	-0.05818  	0.06707   	-0.09422  	28.74219  	 (-0.00000  )
23	0.00353   	0.05191   	0.05739   	28.74217  	 (0.00000   )
24	-0.00000  	-0.00000  	0.00000   	44.63807  	 (0.00000   )
25	0.04148   	0.07431   	-0.09925  	44.74466  	 (-0.00000  )
26	0.02298   	0.05076   	0.05348   	44.74466  	 (-0.00000  )
27	-0.06447  	-0.12493  	0.04572   	44.74466  	 (-0.00000  )
28	-0.00001  	-0.00010  	0.00005   	44.81218  	 (-0.00000  )
29	-0.00001  	-0.00009  	0.00004   	44.81219  	 (-0.00000  )
30	-0.05459  	-0.10473  	0.13938   	44.74661  	 (0.00000   )
31	-0.03675  	-0.07053  	-0.07613  	44.74661  	 (-0.00000  )
32	0.09133   	0.17521   	-0.06323  	44.74661  	 (-0.00000  )
33	-0.00000  	0.00000   	-0.00000  	44.98902  	 (-0.00000  )
34	0.04571   	-0.09942  	0.03077   	44.67029  	 (0.00000   )
35	-0.04865  	0.05616   	-0.07882  	44.66949  	 (-0.00000  )
36	0.00291   	0.04347   	0.04799   	44.66918  	 (0.00000   )
37	-0.04267  	0.28734   	-0.07598  	41.09361  	 (0.00000   )
38	-0.03440  	0.07080   	0.02132   	41.13109  	 (-0.00000  )
39	-0.04948  	0.11789   	-0.06979  	41.16085  	 (0.00000   )
40	-0.06417  	0.25872   	0.04724   	41.24702  	 (0.00000   )
41	-0.03048  	0.09458   	-0.18118  	41.24707  	 (0.00000   )
42	-0.04914  	0.10683   	-0.03304  	44.33655  	 (-0.00000  )
43	0.05223   	-0.06025  	0.08455   	44.33728  	 (0.00000   )
44	-0.00310  	-0.04657  	-0.05151  	44.33757  	 (-0.00000  )
45	-0.06051  	-0.06417  	0.09711   	41.28264  	 (0.00000   )
46	-0.01302  	0.22864   	0.20613   	41.23623  	 (-0.00000  )
47	-0.06933  	0.21715   	-0.24572  	41.25726  	 (0.00000   )
48	0.14118   	-0.25251  	0.01995   	18.13434  	 (0.00000   )
49	0.06229   	0.05467   	0.02683   	18.13436  	 (0.00000   )
50	-0.20347  	0.19783   	-0.04678  	18.13434  	 (0.00000   )
51	-0.00000  	0.00002   	-0.00000  	18.12630  	 (0.00000   )
52	0.00081   	-0.00148  	-0.00027  	34.69522  	 (0.00000   )
53	0.00083   	-0.00383  	0.00154   	34.69522  	 (0.00000   )
54	0.12341   	0.14817   	-0.05837  	34.69677  	 (0.00000   )
55	-0.06567  	-0.05756  	-0.07595  	34.69677  	 (0.00000   )
56	-0.05938  	-0.08534  	0.13307   	34.69677  	 (0.00000   )
57	-0.21018  	0.43451   	-0.17009  	34.68396  	 (0.00000   )
58	-0.20478  	-0.10817  	0.17434   	34.68395  	 (0.00000   )
59	0.41497   	-0.32630  	-0.00426  	34.68395  	 (0.00000   )
60	-0.08026  	0.38137   	-0.11549  	31.11828  	 (0.00000   )
61	-0.02049  	-0.07300  	0.07745   	31.11410  	 (0.00000   )
62	-0.01160  	0.00581   	0.01259   	31.11170  	 (0.00000   )
63	-0.06950  	0.29068   	-0.07491  	31.10508  	 (0.00000   )
