0	0	28.041338	-0.000000
0	1	0.000000	0.000000
0	2	0.000229	-0.000253
0	3	-0.000207	-0.000315
0	4	-0.000037	0.000384
0	5	0.000872	0.000567
0	6	-0.000785	0.001189
0	7	-0.003082	0.003199
1	0	0.000000	-0.000000
1	1	28.041338	-0.000000
1	2	0.000027	-0.000067
1	3	-0.000060	-0.000203
1	4	0.000057	0.000238
1	5	0.001053	-0.000315
1	6	0.004044	0.000801
1	7	-0.001223	-0.002048
2	0	0.000229	0.000253
2	1	0.000027	0.000067
2	2	31.620581	-0.000000
2	3	0.000000	0.000000
2	4	-0.000000	-0.000000
2	5	0.000000	-0.000000
2	6	-0.000000	-0.000000
2	7	0.000000	-0.000000
3	0	-0.000207	0.000315
3	1	-0.000060	0.000203
3	2	0.000000	-0.000000
3	3	31.620581	0.000000
3	4	0.000000	-0.000000
3	5	0.000000	-0.000000
3	6	-0.000000	0.000000
3	7	0.000000	-0.000000
4	0	-0.000037	-0.000384
4	1	0.000057	-0.000238
4	2	-0.000000	0.000000
4	3	0.000000	0.000000
4	4	31.620581	-0.000000
4	5	0.000000	0.000000
4	6	0.000000	0.000000
4	7	0.000000	-0.000000
5	0	0.000872	-0.000567
5	1	0.001053	0.000315
5	2	0.000000	0.000000
5	3	0.000000	0.000000
5	4	0.000000	-0.000000
5	5	31.620581	-0.000000
5	6	0.000000	-0.000000
5	7	0.000000	-0.000000
6	0	-0.000785	-0.001189
6	1	0.004044	-0.000801
6	2	-0.000000	0.000000
6	3	-0.000000	-0.000000
6	4	0.000000	-0.000000
6	5	0.000000	0.000000
6	6	15.060994	0.000000
6	7	-0.000000	0.000000
7	0	-0.003082	-0.003199
7	1	-0.001223	0.002048
7	2	0.000000	0.000000
7	3	0.000000	0.000000
7	4	0.000000	0.000000
7	5	0.000000	0.000000
7	6	-0.000000	-0.000000
7	7	15.060994	0.000000
8	8	10.056894	0.000000
8	9	-0.000000	0.000000
8	10	0.000000	-0.000000
8	11	0.000002	0.000000
8	12	-0.000001	-0.000003
8	13	0.000001	-0.000001
8	14	-0.002749	0.000777
8	15	-0.001645	0.004036
9	8	-0.000000	-0.000000
9	9	10.056894	0.000000
9	10	-0.000001	-0.000002
9	11	0.000002	-0.000000
9	12	0.000001	0.000001
9	13	-0.000000	-0.000000
9	14	-0.004364	0.000120
9	15	0.001712	-0.002305
10	8	0.000000	0.000000
10	9	-0.000001	0.000002
10	10	13.167805	0.000000
10	11	0.000004	-0.000008
10	12	0.000005	-0.000001
10	13	-0.000003	-0.000000
10	14	-0.002293	0.003966
10	15	-0.000185	-0.003286
11	8	0.000002	-0.000000
11	9	0.000002	0.000000
11	10	0.000004	0.000008
11	11	13.167803	0.000000
11	12	-0.000001	0.000003
11	13	-0.000002	0.000004
11	14	0.006073	-0.000479
11	15	-0.001335	-0.001158
12	8	-0.000001	0.000003
12	9	0.000001	-0.000001
12	10	0.000005	0.000001
12	11	-0.000001	-0.000003
12	12	13.167798	0.000000
12	13	0.000000	-0.000006
12	14	0.002540	0.002024
12	15	0.004071	0.005389
13	8	0.000001	0.000001
13	9	-0.000000	0.000000
13	10	-0.000003	0.000000
13	11	-0.000002	-0.000004
13	12	0.000000	0.000006
13	13	13.167810	-0.000000
13	14	0.001194	0.001304
13	15	0.002103	-0.002772
14	8	-0.002749	-0.000777
14	9	-0.004364	-0.000120
14	10	-0.002293	-0.003966
14	11	0.006073	0.000479
14	12	0.002540	-0.002024
14	13	0.001194	-0.001304
14	14	3.071057	0.000000
14	15	0.000001	-0.000007
15	8	-0.001645	-0.004036
15	9	0.001712	0.002305
15	10	-0.000185	0.003286
15	11	-0.001335	0.001158
15	12	0.004071	-0.005389
15	13	0.002103	0.002772
15	14	0.000001	0.000007
15	15	3.071073	0.000000
