0 0.1 -0.3107576080595946 1.321794213259689
1 -0.3107576080595946 -1.20048255633009 0.7411394222923241
2 -1.20048255633009 -1.437291218634612 0.1647603904026377
3 -1.437291218634612 -1.519101576684777 0.05385443561233377
4 -1.519101576684777 -1.573853032400627 0.0347881629279814
5 -1.573853032400627 -1.617635016946215 0.02706542828693225
6 -1.617635016946215 -1.65362025282739 0.02176148714896657
7 -1.65362025282739 -1.683513712196673 0.0177565879937375
8 -1.683513712196673 -1.708463409395134 0.01460358885139604
9 -1.708463409395134 -1.729377072468423 0.01209317702092429
10 -1.729377072468423 -1.746986789164132 0.010080051437673
11 -1.746986789164132 -1.761884273529181 0.00845542728819965
12 -1.761884273529181 -1.774545068847566 0.007134671043665012
13 -1.774545068847566 -1.785350808723164 0.006052446288315647
14 -1.785350808723164 -1.794608701613346 0.005158725064611298
15 -1.794608701613346 -1.802567667456169 0.004415349274545915
16 -1.802567667456169 -1.809431062648657 0.00379312333814015
17 -1.809431062648657 -1.815366431510486 0.003269515596853966
18 -1.815366431510486 -1.820512887557304 0.002826926456820244
19 -1.820512887557304 -1.824986704525048 0.002451424416765053
20 -1.824986704525048 -1.828885592125444 0.002131837889249531
21 -1.828885592125444 -1.832292014161594 0.001859104340259177
22 -1.832292014161594 -1.835275805916654 0.001625800190598757
23 -1.835275805916654 -1.837896271275616 0.001425796112607957
24 -1.837896271275616 -1.840203885787206 0.001253999368990008
25 -1.840203885787206 -1.842241694783268 0.001106157244097207
26 -1.842241694783268 -1.844046470731358 0.0009787041578046107
27 -1.844046470731358 -1.845649677230076 0.0008686407385416915
28 -1.845649677230076 -1.847078275623317 0.0007734368446073821
29 -1.847078275623317 -1.848355402228105 0.0006909529429503772
30 -1.848355402228105 -1.849500938419672 0.0006193758368924728
31 -1.849500938419672 -1.850531991533606 0.0005571657872712621
32 -1.850531991533606 -1.851463301265948 0.0005030127962599462
33 -1.851463301265948 -1.852307583661833 0.0004558003235161716
34 -1.852307583661833 -1.853075822718375 0.0004145750795106121
35 -1.853075822718375 -1.85377751793552 0.0003785218076906547
36 -1.85377751793552 -1.854420894769992 0.000346942183560424
37 -1.854420894769992 -1.855013083803105 0.0003192371192868097
38 -1.855013083803105 -1.855560273486987 0.0002948918942169138
39 -1.855560273486987 -1.856067840545695 0.000273463635121774
40 -1.856067840545695 -1.856540461454334 0.0002545707559038609
41 -1.856540461454334 -1.856982207870403 0.0002378840325969983
42 -1.856982207870403 -1.857396628436848 0.000223119047434878
43 -1.857396628436848 -1.857786818996925 0.0002100297817201509
44 -1.857786818996925 -1.858155482938152 0.0001984031716462561
45 -1.858155482938152 -1.858504983120401 0.0001880544768101552
46 -1.858504983120401 -1.858837386616214 0.0001788233323719708
47 -1.858837386616214 -1.859154503306332 0.0001705703800058667
48 -1.859154503306332 -1.859457919211927 0.0001631743867178292
49 -1.859457919211927 -1.859749025316109 0.0001565297791361938
50 -1.859749025316109 -1.86002904251299 0.0001505445294032696
51 -1.86002904251299 -1.860299043228524 0.0001451383402667811
52 -1.860299043228524 -1.860559970177588 0.0001402410850741384
53 -1.860559970177588 -1.860812652653512 0.0001357914648547844
54 -1.860812652653512 -1.861057820690063 0.0001317358514201449
55 -1.861057820690063 -1.861296117385863 0.000128027288927694
56 -1.861296117385863 -1.861528109641048 0.0001246246317651839
57 -1.861528109641048 -1.861754297518824 0.0001214917983954732
58 -1.861754297518824 -1.861975122417448 0.0001185971262268666
59 -1.861975122417448 -1.862190974209208 0.0001159128117089655
60 -1.862190974209208 -1.862402197484084 0.0001134144252844233
61 -1.862402197484084 -1.862609097014116 0.0001110804893861921
62 -1.862609097014116 -1.862811942541033 0.0001088921121260706
63 -1.862811942541033 -1.863010972974425 0.0001068326683413588
64 -1.863010972974425 -1.863206400075739 0.0001048875214827303
65 -1.863206400075739 -1.863398411694594 0.0001030437815388593
66 -1.863398411694594 -1.863587174613433 0.0001012900933269563
67 -1.863587174613433 -1.863772837050694 9.961645194620518e-05
68 -1.863772837050694 -1.863955530863828 9.80140406295376e-05
69 -1.863955530863828 -1.864135373491716 9.647508997772995e-05
70 -1.864135373491716 -1.864312469666242 9.499275331131539e-05
71 -1.864312469666242 -1.864486912923098 9.356099828144947e-05
72 -1.864486912923098 -1.864658786935471 9.217451127117835e-05
73 -1.864658786935471 -1.864828166692471 9.082861360901067e-05
74 -1.864828166692471 -1.864995119540426 8.951918758718024e-05
75 -1.864995119540426 -1.865159706103843 8.824261154553932e-05
76 -1.865159706103843 -1.865321981100347 8.699570269856087e-05
77 -1.865321981100347 -1.865481994061539 8.577566639654893e-05
78 -1.865481994061539 -1.865639789971767 8.458005188156883e-05
79 -1.865639789971767 -1.865795409832873 8.340671237895481e-05
80 -1.865795409832873 -1.865948891165023 8.22537706565069e-05
81 -1.865948891165023 -1.866100268449677 8.111958784446699e-05
82 -1.866100268449677 -1.866249573522342 8.00027363883115e-05
83 -1.866249573522342 -1.866396835919412 7.890197531204449e-05
84 -1.866396835919412 -1.866542083185996 7.781622921462044e-05
85 -1.866542083185996 -1.866685341147529 7.674456876883441e-05
86 -1.866685341147529 -1.866826634150146 7.568619390329118e-05
87 -1.866826634150146 -1.86696598527261 7.464041849921574e-05
88 -1.86696598527261 -1.867103416513479 7.360665705677794e-05
89 -1.867103416513479 -1.867238948955843 7.258441263769915e-05
90 -1.867238948955843 -1.867372602912511 7.157326634180422e-05
91 -1.867372602912511 -1.867504398052809 7.057286742422075e-05
92 -1.867504398052809 -1.867634353514198 6.958292512912704e-05
93 -1.867634353514198 -1.867762487999372 6.860320088719712e-05
94 -1.867762487999372 -1.867888819860959 6.763350165379429e-05
95 -1.867888819860959 -1.868013367175292 6.667367403322739e-05
96 -1.868013367175292 -1.868136147805092 6.572359832797479e-05
97 -1.868136147805092 -1.868257179454866 6.478318461971281e-05
98 -1.868257179454866 -1.868376479716343 6.385236742840599e-05
99 -1.868376479716343 -1.868494066108696 6.293110290561629e-05
100 -1.868494066108696 -1.868609956110928 6.201936463703831e-05
101 -1.868609956110928 -1.868724167189661 6.111714116908867e-05
102 -1.868724167189661 -1.868836716821198 6.022443294520127e-05
103 -1.868836716821198 -1.868947622509748 5.934125023849393e-05
104 -1.868947622509748 -1.869056901800797 5.846761056006538e-05
105 -1.869056901800797 -1.869164572292064 5.760353735721524e-05
106 -1.869164572292064 -1.869270651640631 5.674905796754765e-05
107 -1.869270651640631 -1.869375157567768 5.590420238197837e-05
108 -1.869375157567768 -1.869478107861011 5.506900177655651e-05
109 -1.869478107861011 -1.869579520374154 5.424348739260316e-05
110 -1.869579520374154 -1.869679413026324 5.342769004928344e-05
111 -1.869679413026324 -1.869777803797845 5.262163842195695e-05
112 -1.869777803797845 -1.869874710726513 5.182535926731117e-05
113 -1.869874710726513 -1.869970151901344 5.1038876066446e-05
114 -1.869970151901344 -1.870064145456284 5.026220900909114e-05
115 -1.870064145456284 -1.870156709562549 4.94953742604329e-05
116 -1.870156709562549 -1.870247862420478 4.873838369777903e-05
117 -1.870247862420478 -1.870337622250971 4.799124469603193e-05
118 -1.870337622250971 -1.870426007286306 4.725395978804185e-05
119 -1.870426007286306 -1.87051303576084 4.652652661047554e-05
120 -1.87051303576084 -1.870598725901343 4.580893770386661e-05
121 -1.870598725901343 -1.870683095917051 4.51011803610809e-05
122 -1.870683095917051 -1.870766163990286 4.440323693803855e-05
123 -1.870766163990286 -1.870847948266158 4.371508435414976e-05
124 -1.870847948266158 -1.87092846684309 4.3036694538684e-05
125 -1.87092846684309 -1.871007737763108 4.236803430470475e-05
126 -1.871007737763108 -1.871085779002307 4.17090654393087e-05
127 -1.871085779002307 -1.871162608461593 4.105974485560202e-05
128 -1.871162608461593 -1.871238243957547 4.042002465368664e-05
129 -1.871238243957547 -1.871312703213752 3.978985237296474e-05
130 -1.871312703213752 -1.871386003852135 3.916917099552211e-05
131 -1.871386003852135 -1.871458163384764 3.855791918853452e-05
